participant_id,expert_group,age,experience,image,study,dr_score,dmo_score,dr_grade,dmo_grade,time_sec,zoom_1.0,zoom_1.5,zoom_2.25,zoom_3.375,zoom_5.0625,zoom_7.59375,zoom_11.390625,zoom_17.0859375
1210,Optometrist,51,30,007-7265-400_1140x848,thinkaloud,0,2,4,1,33.365600000000086,705,7,225,1466,0,0,0,0
1210,Optometrist,51,30,20170228231807286_1140x848,thinkaloud,0,0,0,0,15.59448999999995,207,860,0,59,0,0,0,0
1210,Optometrist,51,30,20170511224838938_1140x848,thinkaloud,0,2,2,1,42.45897999999988,471,103,899,1588,0,0,0,0
1210,Optometrist,51,30,20170512231007763_1140x848,thinkaloud,0,2,3,1,82.0625,1044,280,974,3579,34,0,0,0
1210,Optometrist,51,30,20170525111826224_1140x848,thinkaloud,0,2,2,1,48.22559000000001,2551,190,17,68,32,0,0,0
1210,Optometrist,51,30,20170609154552424_1140x848,thinkaloud,2,1,3,0,66.14929000000006,1007,1727,181,1781,0,0,0,0
1210,Optometrist,51,30,20170622080837660_1140x848,thinkaloud,-1,3,2,2,82.76976999999988,713,2510,29,2426,0,0,0,0
1210,Optometrist,51,30,007-0028-000_1140x848,tracking,0,0,0,0,13.917479999999841,381,551,28,45,0,0,0,0
1210,Optometrist,51,30,007-0055-000_1140x848,tracking,0,0,0,0,15.151119999999992,564,84,0,446,0,0,0,0
1210,Optometrist,51,30,007-0142-000_1140x848,tracking,0,0,0,0,11.36694,277,508,27,9,0,0,0,0
1210,Optometrist,51,30,007-0323-000_1140x848,tracking,0,0,0,0,11.117060000000038,384,340,4,32,9,33,0,0
1210,Optometrist,51,30,007-1774-100_1140x848,tracking,0,1,1,0,19.17102,356,972,11,11,34,0,0,0
1210,Optometrist,51,30,007-2252-100_1140x848,tracking,1,1,2,0,19.420779999999922,106,669,43,582,0,0,0,0
1210,Optometrist,51,30,007-2469-100_1140x848,tracking,0,1,1,0,17.16124999999988,588,637,0,12,0,0,0,0
1210,Optometrist,51,30,007-2477-100_1140x848,tracking,1,1,2,0,25.214840000000095,1193,141,0,17,0,0,0,0
1210,Optometrist,51,30,007-2840-100_1140x848,tracking,0,1,1,0,11.685549999999921,155,469,0,220,0,0,0,0
1210,Optometrist,51,30,007-4250-200_1140x848,tracking,1,4,3,3,10.244140000000016,627,0,0,0,0,0,0,0
1210,Optometrist,51,30,007-4850-300_1140x848,tracking,0,1,3,0,21.236689999999953,423,940,50,119,0,0,0,0
1210,Optometrist,51,30,007-5457-300_1140x848,tracking,0,100,3,-1,23.953489999999874,598,1052,8,49,21,0,0,0
1210,Optometrist,51,30,007-6320-400_1140x848,tracking,-2,3,2,2,42.58393000000001,238,0,0,2453,0,0,0,0
1210,Optometrist,51,30,007-6573-400_1140x848,tracking,0,1,4,0,15.220460000000003,321,244,43,433,57,0,0,0
1210,Optometrist,51,30,007-7146-400_1140x848,tracking,-2,2,2,1,39.11840999999981,2509,28,181,102,0,0,0,0
1210,Optometrist,51,30,007-7235-400_1140x848,tracking,0,4,4,3,14.264040000000023,330,467,24,195,0,0,0,0
1210,Optometrist,51,30,20170502092649506_1140x848,tracking,-1,2,1,1,19.018550000000005,217,373,219,506,58,0,0,0
1210,Optometrist,51,30,20170518171333730_1140x848,tracking,0,1,1,0,9.148930000000064,160,493,0,8,0,0,0,0
1210,Optometrist,51,30,20170519153000176_1140x848,tracking,-1,2,2,1,11.200689999999895,808,0,0,1,0,0,0,0
1210,Optometrist,51,30,20170521094743135_1140x848,tracking,0,1,2,0,11.144900000000007,128,0,0,677,0,0,0,0
1714,Optometrist,26,1,007-0051-000_1140x848,thinkaloud,1,0,1,0,47.43579,443,1316,219,900,0,0,0,0
1714,Optometrist,26,1,007-0079-000_1140x848,thinkaloud,0,0,0,0,62.472409999999854,1027,611,0,2088,0,0,0,0
1714,Optometrist,26,1,007-0321-000_1140x848,thinkaloud,0,0,0,0,34.75684000000001,1098,396,0,615,0,0,0,0
1714,Optometrist,26,1,007-1811-100_1140x848,thinkaloud,1,2,2,1,58.777340000000095,1350,771,25,1419,0,0,0,0
1714,Optometrist,26,1,007-2403-100_1140x848,thinkaloud,1,1,2,0,81.82982999999967,251,4699,0,11,0,0,0,0
1714,Optometrist,26,1,007-2705-100_1140x848,thinkaloud,0,1,1,0,46.0339399999998,116,1845,71,753,0,0,0,0
1714,Optometrist,26,1,007-2763-100_1140x848,thinkaloud,1,2,2,1,92.76122999999961,120,5499,0,8,0,0,0,0
1714,Optometrist,26,1,007-2841-100_1140x848,thinkaloud,1,1,2,0,57.39476999999988,379,707,0,2359,0,0,0,0
1714,Optometrist,26,1,007-4290-200_1140x848,thinkaloud,1,2,3,1,134.83838000000014,328,2389,173,4721,0,0,0,0
1714,Optometrist,26,1,007-4991-300_1140x848,thinkaloud,100,5,-1,4,118.4328700000001,1598,2632,72,2568,0,0,0,0
1714,Optometrist,26,1,007-6520-400_1140x848,thinkaloud,0,3,4,2,64.55029000000013,683,38,0,3189,0,0,0,0
1714,Optometrist,26,1,007-7017-400_1140x848,thinkaloud,0,4,4,3,94.32592999999997,415,2066,0,3240,0,0,0,0
1714,Optometrist,26,1,007-7175-400_1140x848,thinkaloud,0,4,4,3,39.604249999999865,2331,0,0,0,0,0,0,0
1714,Optometrist,26,1,007-7265-400_1140x848,thinkaloud,0,3,4,2,52.41552999999976,3170,0,0,0,0,0,0,0
1714,Optometrist,26,1,20170228231807286_1140x848,thinkaloud,0,0,0,0,22.852300000000014,124,651,129,483,0,0,0,0
1714,Optometrist,26,1,20170511224838938_1140x848,thinkaloud,1,3,3,2,90.60156999999981,477,1282,0,3737,0,0,0,0
1714,Optometrist,26,1,20170512231007763_1140x848,thinkaloud,-1,2,2,1,68.9692399999999,293,3481,114,294,0,0,0,0
1714,Optometrist,26,1,20170525111826224_1140x848,thinkaloud,-1,2,1,1,29.15039999999999,715,0,0,1006,0,0,0,0
1714,Optometrist,26,1,20170609154552424_1140x848,thinkaloud,0,1,1,0,94.55846999999994,1231,401,34,4061,0,0,0,0
1714,Optometrist,26,1,20170622080837660_1140x848,thinkaloud,0,3,3,2,53.81737999999996,491,2476,51,214,0,0,0,0
1714,Optometrist,26,1,007-0028-000_1140x848,tracking,0,0,0,0,76.78453999999988,757,2958,106,799,0,0,0,0
1714,Optometrist,26,1,007-0055-000_1140x848,tracking,0,0,0,0,43.79212000000007,508,1100,33,1016,0,0,0,0
1714,Optometrist,26,1,007-0142-000_1140x848,tracking,0,0,0,0,39.01062000000002,148,1220,0,999,0,0,0,0
1714,Optometrist,26,1,007-0323-000_1140x848,tracking,0,0,0,0,22.88537999999994,725,654,0,10,0,0,0,0
1714,Optometrist,26,1,007-1774-100_1140x848,tracking,0,1,1,0,26.809690000000046,765,850,0,12,0,0,0,0
1714,Optometrist,26,1,007-2252-100_1140x848,tracking,1,2,2,1,80.95612000000006,1021,2857,877,125,7,24,0,0
1714,Optometrist,26,1,007-2469-100_1140x848,tracking,0,1,1,0,46.67760999999996,693,68,136,1934,0,0,0,0
1714,Optometrist,26,1,007-2477-100_1140x848,tracking,0,2,1,1,74.72351000000003,754,1298,108,2371,0,0,0,0
1714,Optometrist,26,1,007-2840-100_1140x848,tracking,0,1,1,0,31.68993999999998,258,1661,0,4,0,0,0,0
1714,Optometrist,26,1,007-4250-200_1140x848,tracking,2,4,4,3,35.234989999999925,499,1483,0,156,0,0,0,0
1714,Optometrist,26,1,007-4850-300_1140x848,tracking,0,2,3,1,77.88934000000006,506,986,0,3230,0,0,0,0
1714,Optometrist,26,1,007-5457-300_1140x848,tracking,0,3,3,2,45.375119999999924,258,2098,92,305,0,0,0,0
1714,Optometrist,26,1,007-6320-400_1140x848,tracking,-2,3,2,2,50.799440000000004,711,2278,0,93,0,0,0,0
1714,Optometrist,26,1,007-6573-400_1140x848,tracking,0,4,4,3,20.54394000000002,177,407,63,558,41,0,0,0
1714,Optometrist,26,1,007-7146-400_1140x848,tracking,0,3,4,2,102.11010999999985,3545,45,181,2405,17,0,0,0
1714,Optometrist,26,1,007-7235-400_1140x848,tracking,-1,3,3,2,89.76062000000002,1873,2829,267,424,51,0,0,0
1714,Optometrist,26,1,20170502092649506_1140x848,tracking,-1,1,1,0,38.713930000000005,263,1356,397,333,0,0,0,0
1714,Optometrist,26,1,20170518171333730_1140x848,tracking,0,1,1,0,70.71704,105,2853,386,873,0,0,0,0
1714,Optometrist,26,1,20170519153000176_1140x848,tracking,0,2,3,1,53.437250000000176,411,1859,176,796,0,0,0,0
1714,Optometrist,26,1,20170521094743135_1140x848,tracking,0,1,2,0,25.111200000000053,462,417,0,645,0,0,0,0
1049,Optometrist,34,7,007-0051-000_1140x848,thinkaloud,0,0,0,0,35.861079999999674,512,656,323,683,0,0,0,0
1049,Optometrist,34,7,007-0079-000_1140x848,thinkaloud,0,0,0,0,29.266110000000026,297,597,0,882,0,0,0,0
1049,Optometrist,34,7,007-0321-000_1140x848,thinkaloud,0,0,0,0,26.72728999999981,340,893,0,389,0,0,0,0
1049,Optometrist,34,7,007-1811-100_1140x848,thinkaloud,0,1,1,0,47.83154999999988,446,1411,679,365,0,0,0,0
1049,Optometrist,34,7,007-2403-100_1140x848,thinkaloud,0,1,1,0,32.61328000000003,92,1610,64,212,0,0,0,0
1049,Optometrist,34,7,007-2705-100_1140x848,thinkaloud,-1,1,0,0,26.34790000000021,169,709,398,248,71,0,0,0
1049,Optometrist,34,7,007-2763-100_1140x848,thinkaloud,0,2,1,1,36.77075999999988,310,1283,284,39,220,0,0,0
1049,Optometrist,34,7,007-2841-100_1140x848,thinkaloud,0,1,1,0,43.13281999999981,177,1484,0,621,0,0,0,0
1049,Optometrist,34,7,007-4290-200_1140x848,thinkaloud,2,2,4,1,39.702150000000074,243,1397,73,695,0,0,0,0
1049,Optometrist,34,7,007-4991-300_1140x848,thinkaloud,0,3,3,2,35.94410000000016,281,1085,30,783,0,0,0,0
1049,Optometrist,34,7,007-6520-400_1140x848,thinkaloud,0,3,4,2,23.479010000000017,197,1082,0,21,0,0,0,0
1049,Optometrist,34,7,007-7017-400_1140x848,thinkaloud,-1,4,3,3,30.700690000000122,208,841,231,583,0,0,0,0
1049,Optometrist,34,7,007-7175-400_1140x848,thinkaloud,0,4,4,3,24.61669000000029,385,345,0,764,0,0,0,0
1049,Optometrist,34,7,007-7265-400_1140x848,thinkaloud,0,3,4,2,34.45996000000014,349,1011,120,568,0,0,0,0
1049,Optometrist,34,7,20170228231807286_1140x848,thinkaloud,0,0,0,0,17.477049999999963,85,516,201,259,0,0,0,0
1049,Optometrist,34,7,20170511224838938_1140x848,thinkaloud,-1,2,1,1,51.39305999999988,97,1680,301,706,0,0,0,0
1049,Optometrist,34,7,20170512231007763_1140x848,thinkaloud,-1,1,2,0,42.92651999999998,86,699,1471,349,0,0,0,0
1049,Optometrist,34,7,20170525111826224_1140x848,thinkaloud,0,1,2,0,21.681640000000243,401,485,31,399,0,0,0,0
1049,Optometrist,34,7,20170609154552424_1140x848,thinkaloud,0,1,1,0,16.817870000000312,390,204,0,427,0,0,0,0
1049,Optometrist,34,7,20170622080837660_1140x848,thinkaloud,1,3,4,2,27.732910000000174,212,744,305,327,93,0,0,0
1049,Optometrist,34,7,007-0028-000_1140x848,tracking,0,0,0,0,14.492559999999912,112,177,0,590,0,0,0,0
1049,Optometrist,34,7,007-0055-000_1140x848,tracking,0,0,0,0,18.614990000000034,179,309,0,642,0,0,0,0
1049,Optometrist,34,7,007-0142-000_1140x848,tracking,0,0,0,0,17.741209999999683,230,783,57,6,0,0,0,0
1049,Optometrist,34,7,007-0323-000_1140x848,tracking,0,0,0,0,12.745239999999967,288,0,0,470,0,0,0,0
1049,Optometrist,34,7,007-1774-100_1140x848,tracking,0,1,1,0,13.190309999999954,186,608,0,7,0,0,0,0
1049,Optometrist,34,7,007-2252-100_1140x848,tracking,0,1,1,0,18.92834999999991,253,418,0,476,0,0,0,0
1049,Optometrist,34,7,007-2469-100_1140x848,tracking,-1,1,0,0,11.492060000000038,508,143,0,47,0,0,0,0
1049,Optometrist,34,7,007-2477-100_1140x848,tracking,3,2,4,1,29.942009999999982,333,338,240,905,0,0,0,0
1049,Optometrist,34,7,007-2840-100_1140x848,tracking,0,1,1,0,20.873530000000073,186,107,257,524,193,0,0,0
1049,Optometrist,34,7,007-4250-200_1140x848,tracking,2,4,4,3,22.077389999999923,180,617,0,539,0,0,0,0
1049,Optometrist,34,7,007-4850-300_1140x848,tracking,0,2,3,1,30.997440000000097,248,443,341,794,0,0,0,0
1049,Optometrist,34,7,007-5457-300_1140x848,tracking,0,3,3,2,34.41039999999998,325,531,388,844,0,0,0,0
1049,Optometrist,34,7,007-6320-400_1140x848,tracking,0,3,4,2,12.613530000000083,394,102,0,270,0,0,0,0
1049,Optometrist,34,7,007-6573-400_1140x848,tracking,0,4,4,3,12.151489999999967,119,195,7,321,94,0,0,0
1049,Optometrist,34,7,007-7146-400_1140x848,tracking,-1,3,3,2,42.27453999999989,1786,151,0,19,0,0,0,0
1049,Optometrist,34,7,007-7235-400_1140x848,tracking,0,3,4,2,14.905150000000049,144,137,0,624,0,0,0,0
1049,Optometrist,34,7,20170502092649506_1140x848,tracking,-1,1,1,0,21.353140000000167,159,416,191,529,0,0,0,0
1049,Optometrist,34,7,20170518171333730_1140x848,tracking,0,1,1,0,33.965329999999994,576,561,4,787,57,0,0,0
1049,Optometrist,34,7,20170519153000176_1140x848,tracking,-1,1,2,0,55.96031999999991,922,1361,257,792,0,0,0,0
1049,Optometrist,34,7,20170521094743135_1140x848,tracking,-1,100,1,-1,37.29576999999995,142,761,0,1125,0,0,0,0
1519,Optometrist,42,14,007-0051-000_1140x848,thinkaloud,1,0,1,0,36.850580000000264,432,138,0,1664,0,0,0,0
1519,Optometrist,42,14,007-0079-000_1140x848,thinkaloud,1,0,1,0,43.987309999999525,243,481,292,1650,0,0,0,0
1519,Optometrist,42,14,007-0321-000_1140x848,thinkaloud,0,0,0,0,36.190920000000006,91,260,153,1692,0,0,0,0
1519,Optometrist,42,14,007-1811-100_1140x848,thinkaloud,1,1,2,0,40.263670000000275,109,825,0,1355,0,0,0,0
1519,Optometrist,42,14,007-2403-100_1140x848,thinkaloud,1,1,2,0,39.22509999999966,68,185,826,1169,0,0,0,0
1519,Optometrist,42,14,007-2705-100_1140x848,thinkaloud,0,1,1,0,25.705080000000635,73,1357,0,130,0,0,0,0
1519,Optometrist,42,14,007-2763-100_1140x848,thinkaloud,1,1,2,0,47.2861299999995,82,2355,0,431,0,0,0,0
1519,Optometrist,42,14,007-2841-100_1140x848,thinkaloud,0,1,1,0,46.61182000000008,107,1601,432,681,0,0,0,0
1519,Optometrist,42,14,007-4290-200_1140x848,thinkaloud,1,3,3,2,42.20898000000034,84,1800,252,319,0,0,0,0
1519,Optometrist,42,14,007-4991-300_1140x848,thinkaloud,0,4,3,3,31.656740000000354,154,1392,105,270,0,0,0,0
1519,Optometrist,42,14,007-6520-400_1140x848,thinkaloud,-1,3,3,2,20.3447299999998,59,581,30,565,0,0,0,0
1519,Optometrist,42,14,007-7017-400_1140x848,thinkaloud,0,4,4,3,56.70213999999942,161,2359,180,696,0,0,0,0
1519,Optometrist,42,14,007-7175-400_1140x848,thinkaloud,0,3,4,2,28.705560000000332,134,795,0,801,0,0,0,0
1519,Optometrist,42,14,007-7265-400_1140x848,thinkaloud,0,1,4,0,31.986810000000332,459,190,71,1221,0,0,0,0
1519,Optometrist,42,14,20170228231807286_1140x848,thinkaloud,1,0,1,0,54.145510000000286,57,1593,472,558,604,0,0,0
1519,Optometrist,42,14,20170511224838938_1140x848,thinkaloud,0,2,2,1,40.49463000000014,54,123,557,1715,0,0,0,0
1519,Optometrist,42,14,20170512231007763_1140x848,thinkaloud,0,2,3,1,45.078129999999874,225,1811,388,34,275,0,0,0
1519,Optometrist,42,14,20170525111826224_1140x848,thinkaloud,-1,1,1,0,48.375490000000354,379,1049,0,1380,0,0,0,0
1519,Optometrist,42,14,20170609154552424_1140x848,thinkaloud,0,1,1,0,41.25292999999965,176,2041,0,285,0,0,0,0
1519,Optometrist,42,14,20170622080837660_1140x848,thinkaloud,0,4,3,3,56.5371099999993,273,446,301,2190,0,0,0,0
1519,Optometrist,42,14,007-0028-000_1140x848,tracking,1,0,1,0,20.230959999999868,319,692,0,217,0,0,0,0
1519,Optometrist,42,14,007-0055-000_1140x848,tracking,1,0,1,0,69.44726999999966,551,420,2106,771,327,15,16,0
1519,Optometrist,42,14,007-0142-000_1140x848,tracking,0,0,0,0,40.47803000000022,106,2296,44,3,0,0,0,0
1519,Optometrist,42,14,007-0323-000_1140x848,tracking,1,0,1,0,54.311029999999846,452,2428,36,378,0,0,0,0
1519,Optometrist,42,14,007-1774-100_1140x848,tracking,0,1,1,0,29.429199999999582,117,195,445,1027,0,0,0,0
1519,Optometrist,42,14,007-2252-100_1140x848,tracking,1,3,2,2,37.08154000000013,69,1254,515,411,0,0,0,0
1519,Optometrist,42,14,007-2469-100_1140x848,tracking,0,1,1,0,38.61474999999973,362,1726,0,253,0,0,0,0
1519,Optometrist,42,14,007-2477-100_1140x848,tracking,1,1,2,0,34.78954999999951,433,0,0,1420,0,0,0,0
1519,Optometrist,42,14,007-2840-100_1140x848,tracking,0,2,1,1,39.867669999999634,117,520,315,1463,0,0,0,0
1519,Optometrist,42,14,007-4250-200_1140x848,tracking,1,4,3,3,51.37696000000051,439,160,1958,309,0,0,0,0
1519,Optometrist,42,14,007-4850-300_1140x848,tracking,0,1,3,0,15.828129999999874,77,0,0,883,0,0,0,0
1519,Optometrist,42,14,007-5457-300_1140x848,tracking,0,100,3,-1,33.78418000000056,302,1017,0,731,0,0,0,0
1519,Optometrist,42,14,007-6320-400_1140x848,tracking,-3,2,1,1,85.52246000000014,930,1392,439,2122,0,0,0,0
1519,Optometrist,42,14,007-6573-400_1140x848,tracking,0,3,4,2,27.27147999999943,151,519,436,24,48,165,0,0
1519,Optometrist,42,14,007-7146-400_1140x848,tracking,-2,100,2,-1,40.84082000000035,1438,831,0,38,0,0,0,0
1519,Optometrist,42,14,007-7235-400_1140x848,tracking,0,4,4,3,60.691899999999805,288,2591,29,309,0,0,0,0
1519,Optometrist,42,14,20170502092649506_1140x848,tracking,-1,2,1,1,48.80419999999958,115,1552,463,541,0,0,0,0
1519,Optometrist,42,14,20170518171333730_1140x848,tracking,1,1,2,0,46.19969999999921,63,1385,236,798,131,0,0,0
1519,Optometrist,42,14,20170519153000176_1140x848,tracking,-1,2,2,1,34.690920000000006,62,1374,0,65,0,0,0,0
1519,Optometrist,42,14,20170521094743135_1140x848,tracking,-1,1,1,0,39.208010000000286,130,457,495,1221,32,43,0,0
1271,Ophthalmologist,33,4,007-0051-000_1140x848,thinkaloud,0,0,0,0,20.89740000000006,249,0,0,933,0,0,0,0
1271,Ophthalmologist,33,4,007-0079-000_1140x848,thinkaloud,0,0,0,0,10.981449999999995,293,330,0,30,0,0,0,0
1271,Ophthalmologist,33,4,007-0321-000_1140x848,thinkaloud,0,0,0,0,12.664859999999976,317,0,0,463,0,0,0,0
1271,Ophthalmologist,33,4,007-1811-100_1140x848,thinkaloud,0,1,1,0,18.972780000000057,133,0,0,1014,0,0,0,0
1271,Ophthalmologist,33,4,007-2403-100_1140x848,thinkaloud,1,1,2,0,23.404600000000073,99,100,0,1207,0,0,0,0
1271,Ophthalmologist,33,4,007-2705-100_1140x848,thinkaloud,0,1,1,0,18.439149999999927,53,809,9,198,37,0,0,0
1271,Ophthalmologist,33,4,007-2763-100_1140x848,thinkaloud,1,100,2,-1,23.84105999999997,78,903,60,379,26,0,0,0
1271,Ophthalmologist,33,4,007-2841-100_1140x848,thinkaloud,1,1,2,0,9.704830000000015,56,32,0,513,0,0,0,0
1271,Ophthalmologist,33,4,007-4290-200_1140x848,thinkaloud,0,1,2,0,24.472039999999993,137,162,0,1195,0,0,0,0
1271,Ophthalmologist,33,4,007-4991-300_1140x848,thinkaloud,0,3,3,2,23.000299999999925,534,0,0,864,0,0,0,0
1271,Ophthalmologist,33,4,007-6520-400_1140x848,thinkaloud,0,4,4,3,22.110469999999964,58,685,68,543,0,0,0,0
1271,Ophthalmologist,33,4,007-7017-400_1140x848,thinkaloud,-1,4,3,3,38.964470000000006,188,1265,69,841,0,0,0,0
1271,Ophthalmologist,33,4,007-7175-400_1140x848,thinkaloud,0,3,4,2,14.186520000000087,271,243,0,353,0,0,0,0
1271,Ophthalmologist,33,4,007-7265-400_1140x848,thinkaloud,0,3,4,2,30.294930000000022,342,262,51,1169,0,0,0,0
1271,Ophthalmologist,33,4,20170228231807286_1140x848,thinkaloud,0,0,0,0,10.981989999999996,85,434,0,119,0,0,0,0
1271,Ophthalmologist,33,4,20170511224838938_1140x848,thinkaloud,2,3,4,2,41.32605000000001,65,791,111,1307,140,28,0,0
1271,Ophthalmologist,33,4,20170512231007763_1140x848,thinkaloud,0,2,3,1,47.90813999999989,65,702,123,913,0,0,0,0
1271,Ophthalmologist,33,4,20170525111826224_1140x848,thinkaloud,0,1,2,0,14.815609999999992,198,0,0,712,0,0,0,0
1271,Ophthalmologist,33,4,20170609154552424_1140x848,thinkaloud,0,2,1,1,26.558719999999994,684,0,0,937,0,0,0,0
1271,Ophthalmologist,33,4,20170622080837660_1140x848,thinkaloud,1,3,4,2,33.04480000000001,47,1762,0,146,0,0,0,0
1271,Ophthalmologist,33,4,007-0028-000_1140x848,tracking,1,0,1,0,11.419350000000009,326,346,0,33,0,0,0,0
1271,Ophthalmologist,33,4,007-0055-000_1140x848,tracking,0,0,0,0,13.910149999999987,515,101,0,244,0,0,0,0
1271,Ophthalmologist,33,4,007-0142-000_1140x848,tracking,0,0,0,0,7.957950000000039,170,316,0,7,0,0,0,0
1271,Ophthalmologist,33,4,007-0323-000_1140x848,tracking,0,0,0,0,8.750390000000039,53,71,0,418,0,0,0,0
1271,Ophthalmologist,33,4,007-1774-100_1140x848,tracking,0,3,1,2,7.715270000000032,405,1,0,72,0,0,0,0
1271,Ophthalmologist,33,4,007-2252-100_1140x848,tracking,1,100,2,-1,10.448329999999999,40,311,5,233,58,0,0,0
1271,Ophthalmologist,33,4,007-2469-100_1140x848,tracking,-1,1,0,0,9.41360000000003,583,0,0,0,0,0,0,0
1271,Ophthalmologist,33,4,007-2477-100_1140x848,tracking,1,2,2,1,6.712459999999965,415,0,0,1,0,0,0,0
1271,Ophthalmologist,33,4,007-2840-100_1140x848,tracking,0,1,1,0,4.545110000000022,152,112,0,17,0,0,0,0
1271,Ophthalmologist,33,4,007-4250-200_1140x848,tracking,2,3,4,2,15.074829999999963,51,198,177,507,0,0,0,0
1271,Ophthalmologist,33,4,007-4850-300_1140x848,tracking,0,1,3,0,16.094030000000032,322,469,79,126,0,0,0,0
1271,Ophthalmologist,33,4,007-5457-300_1140x848,tracking,0,1,3,0,8.92822000000001,553,0,0,0,0,0,0,0
1271,Ophthalmologist,33,4,007-6320-400_1140x848,tracking,-2,1,2,0,16.433340000000015,402,602,0,11,0,0,0,0
1271,Ophthalmologist,33,4,007-6573-400_1140x848,tracking,0,2,4,1,5.757659999999987,238,0,0,119,0,0,0,0
1271,Ophthalmologist,33,4,007-7146-400_1140x848,tracking,-1,4,3,3,12.226309999999984,757,0,0,0,0,0,0,0
1271,Ophthalmologist,33,4,007-7235-400_1140x848,tracking,0,3,4,2,13.554329999999993,839,0,0,0,0,0,0,0
1271,Ophthalmologist,33,4,20170502092649506_1140x848,tracking,-1,1,1,0,7.602080000000001,262,0,0,209,0,0,0,0
1271,Ophthalmologist,33,4,20170518171333730_1140x848,tracking,0,1,1,0,6.971229999999991,291,0,0,141,0,0,0,0
1271,Ophthalmologist,33,4,20170519153000176_1140x848,tracking,0,1,3,0,16.514219999999995,505,514,0,3,0,0,0,0
1271,Ophthalmologist,33,4,20170521094743135_1140x848,tracking,0,1,2,0,17.258370000000014,52,4,59,953,0,0,0,0
1468,Optometrist,33,4,007-0028-000_1140x848,thinkaloud,0,0,0,0,22.5,180,0,0,1199,0,0,0,0
1468,Optometrist,33,4,007-0055-000_1140x848,thinkaloud,0,100,0,-1,30.394530000005034,496,0,0,1343,0,0,0,0
1468,Optometrist,33,4,007-0142-000_1140x848,thinkaloud,0,100,0,-1,22.0625,326,30,0,998,0,0,0,0
1468,Optometrist,33,4,007-0323-000_1140x848,thinkaloud,0,100,0,-1,21.980470000002242,258,113,0,986,0,0,0,0
1468,Optometrist,33,4,007-1774-100_1140x848,thinkaloud,0,4,1,3,19.667970000002242,171,0,0,1046,0,0,0,0
1468,Optometrist,33,4,007-2252-100_1140x848,thinkaloud,1,1,2,0,26.96484000000055,374,0,0,1278,0,0,0,0
1468,Optometrist,33,4,007-2469-100_1140x848,thinkaloud,0,1,1,0,54.15234000000055,1323,1105,0,793,0,0,0,0
1468,Optometrist,33,4,007-2477-100_1140x848,thinkaloud,0,2,1,1,27.398440000004484,187,29,0,1456,0,0,0,0
1468,Optometrist,33,4,007-2840-100_1140x848,thinkaloud,0,2,1,1,28.19140999999945,79,0,0,1595,0,0,0,0
1468,Optometrist,33,4,007-4250-200_1140x848,thinkaloud,1,3,3,2,29.06640000000334,320,0,0,1350,0,0,0,0
1468,Optometrist,33,4,007-4850-300_1140x848,thinkaloud,0,1,3,0,27.55859000000055,1197,67,0,411,0,0,0,0
1468,Optometrist,33,4,007-5457-300_1140x848,thinkaloud,0,2,3,1,48.86327999999776,79,2208,22,677,0,0,0,0
1468,Optometrist,33,4,007-6320-400_1140x848,thinkaloud,-2,4,2,3,36.78125,1207,0,0,1002,0,0,0,0
1468,Optometrist,33,4,007-6573-400_1140x848,thinkaloud,0,2,4,1,27.105470000002242,162,27,0,1474,0,0,0,0
1468,Optometrist,33,4,007-7146-400_1140x848,thinkaloud,0,3,4,2,29.21093999999721,451,25,0,1266,0,0,0,0
1468,Optometrist,33,4,007-7235-400_1140x848,thinkaloud,0,3,4,2,26.99609999999666,281,0,0,1358,0,0,0,0
1468,Optometrist,33,4,20170502092649506_1140x848,thinkaloud,-1,2,1,1,23.74609000000055,55,166,0,1248,0,0,0,0
1468,Optometrist,33,4,20170518171333730_1140x848,thinkaloud,0,1,1,0,19.9609300000011,218,164,0,786,0,0,0,0
1468,Optometrist,33,4,20170519153000176_1140x848,thinkaloud,0,2,3,1,39.824219999994966,107,0,0,2185,0,0,0,0
1468,Optometrist,33,4,20170521094743135_1140x848,thinkaloud,-1,3,1,2,21.949220000002242,48,956,0,343,0,0,0,0
1468,Optometrist,33,4,007-0051-000_1140x848,tracking,0,100,0,-1,25.492190000004484,159,797,241,379,0,0,0,0
1468,Optometrist,33,4,007-0079-000_1140x848,tracking,0,0,0,0,9.882810000002792,608,0,0,1,0,0,0,0
1468,Optometrist,33,4,007-0321-000_1140x848,tracking,0,0,0,0,17.03125,164,0,0,845,0,0,0,0
1468,Optometrist,33,4,007-1811-100_1140x848,tracking,0,1,1,0,22.69531000000279,408,959,24,12,0,0,0,0
1468,Optometrist,33,4,007-2403-100_1140x848,tracking,0,1,1,0,15.5,74,590,6,249,15,0,0,0
1468,Optometrist,33,4,007-2705-100_1140x848,tracking,0,1,1,0,27.58984000000055,117,1543,0,36,0,0,0,0
1468,Optometrist,33,4,007-2763-100_1140x848,tracking,0,1,1,0,27.707030000005034,526,187,878,123,0,0,0,0
1468,Optometrist,33,4,007-2841-100_1140x848,tracking,0,1,1,0,15.52734000000055,51,887,0,2,0,0,0,0
1468,Optometrist,33,4,007-4290-200_1140x848,tracking,0,1,2,0,46.35937000000558,71,2011,106,645,0,0,0,0
1468,Optometrist,33,4,007-4991-300_1140x848,tracking,0,2,3,1,28.984380000001693,281,106,0,1404,0,0,0,0
